passage_id,cn,vn,en
H2_4_1,你喜欢什么运动？我不喜欢足球，我喜欢篮球。我们星期六去打篮球吧。,"Bạn thích môn thể nào nào? Tôi không thích đá banh, tôi thích bóng rổ. Chúng ta thứ bảy đi đánh bóng rổ nha.","What sports do you like? I don't like soccer, I like basketball. Let's go play basketball on Saturday."
H2_4_2,我的生日是八月一号，你的生日是几月几号？,"Sinh nhật của tôi là ngày 1 tháng 8, sinh nhật của bạn là ngày mấy tháng mấy?","My birthday is August 1st, when is your birthday?"
H2_4_3,昨天是我妈妈的生日。我送给她一个礼物。你知道是什么吗？,Hôm qua là sinh nhật của mẹ tôi. Tôi tặng cho cô ấy một món quà. Bạn biết là gì không?,Yesterday was my mom's birthday. I gave her a present. Do you know what it is?
H2_4_4,昨天早上你给我打电话。是吗？我每天早上都出去打篮球，找我有什么事？,"Sáng hôm qua bạn gọi điện thoại cho tôi, phải không? Tôi mỗi buổi sáng đều ra ngoài chơi bóng rổ, tìm tôi có việc gì?","You called me yesterday morning. Really? I go out to play basketball every morning, what did you need?"
H2_4_5,她是你的同学吗？帮我介绍一下。,Cô ấy là bạn học của bạn phải không? Giúp tôi giới thiệu một chút.,Is she your classmate? Please introduce me.
H2_4_6,你在银行工作多长时间了？已经五年了。这个工作是我爸爸帮我介绍的。,Bạn làm việc ở ngân hàng bao lâu rồi? Đã 5 năm rồi. Công việc này là ba tôi giới thiệu giúp cho tôi.,How long have you been working at the bank? For five years already. My dad helped me get this job.
H2_4_7,下个月我要坐飞机去北京。你哪天有时间一起去吃饭吧。,Tháng sau tôi phải đi máy bay đến Bắc Kinh. Bạn ngày nào có thời gian(có rảnh) thì cùng nhau ăn cơm nhé.,I'm flying to Beijing next month. When are you free to have a meal together?
H2_4_8,弟弟给我打电话。说妈妈生病了，要住院了。,"Em trai gọi điện thoại cho tôi, nói mẹ bị bệnh rồi, phải nhập viện rồi.",My younger brother called me. He said mom is sick and needs to be hospitalized.
H2_4_9,生日快乐。这块手表是送给你的。你喜欢吗？,Sinh nhật vui vẻ. Chiếc đồng hồ này là tặng cho bạn đó. Bạn thích không?,Happy birthday. This watch is for you. Do you like it?
H2_4_10,你是什么时候在这里工作的？,Bạn đã làm việc ở đây khi nào?,When did you start working here?
H2_4_11,我最喜欢踢足球，我已经踢了十年了。,"Tôi thích nhất là đá banh, tôi đã đá được 10 năm rồi.","I like playing soccer the most, I've been playing for ten years."
H2_4_12,你这么高，是不是喜欢打篮球？你是什么时候开始打篮球的？我十岁的时候开始打篮球了，已经打了十多年了。,"Bạn cao như vậy, có phải thích chơi bóng rổ không? Bạn bắt đầu chơi bóng rổ khi nào vậy? Tôi bắt đầu chơi bóng rổ lúc 10 tuổi rồi, đã chơi được hơn 10 năm rồi.","You are so tall, do you like playing basketball? When did you start playing basketball? I started playing basketball when I was ten, and I've been playing for over ten years."
H2_4_13,女儿，这个礼物是谁送给你的？是我朋友送给我的。你帮我打开一下。,"Con gái, món quà này là ai tặng cho con vậy? Là bạn của con tặng cho con. Mẹ giúp con mở ra một chút đi.","Daughter, who gave you this gift? My friend gave it to me. Can you help me open it?"
H2_4_14,妈妈给我打电话告诉我：她晚上七点她要去医院。我在家给爸爸做晚饭吧。,Mẹ gọi điện thoại nói với tôi: Cô ấy 7g tối phải đến bệnh viện. Tôi ở nhà nấu cơm tối cho ba nha.,Mom called me and told me: she is going to the hospital at 7 pm. I'll stay home and make dinner for dad.
H2_4_15,这样啊。你怎么不告诉我。明天是丽丽的生日了。,Là như vậy à. Bạn tại sao không nói với tôi. Ngày mai là sinh nhật của LiLi rồi.,I see. Why didn't you tell me? Tomorrow is Lili's birthday.
H2_5_1,你打球累不累？来，喝杯奶茶吧。,"Bạn chơi bóng(đánh bóng) có mệt không? Lại đây, uống ly trà sữa nè.","Are you tired from playing? Come, have a cup of milk tea."
H2_5_2,明天星期天，我们一起去看电影吧。上星期我们去看电影了，我们去喝咖啡吧。我知道一个很漂亮的咖啡馆。,"Ngày mai là chủ nhật, chúng ta cùng nhau đi xem phim đi. Tuần trước bọn mình đi xem phim rồi, chúng ta đi uống cà phê đi. Tôi biết một quán cà phê rất đẹp.","Tomorrow is Sunday, let's go watch a movie together. We went to the movies last week, let's go for coffee. I know a very nice coffee shop."
H2_5_3,你觉得汉语难不难？我觉得听和说不难，只有学习汉字很难。,"Bạn cảm thấy tiếng Trung khó không? Tôi cảm thấy nghe và nói không khó, chỉ có học hán tự rất khó.","Do you think Chinese is difficult? I think listening and speaking are not difficult, only learning Chinese characters is very difficult."
H2_5_4,今天很冷，咖啡馆里面不冷。我们就在咖啡店看看书，喝喝咖啡吧。,"Hôm nay rất lạnh, bên trong quán cà phê không lạnh. Chúng ta hãy/cứ ở quán cà phê xem sách, uống cà phê nha.","It's very cold today, but it's not cold inside the coffee shop. Let's just read books and drink coffee at the coffee shop."
H2_5_5,今天几点考试。现在两点，两点十五分就考试了。我准备好了.,"Hôm nay mấy giờ thi? Bây giờ là 2g, 2g15 thì thi rồi. Tôi chuẩn bị xong rồi.","What time is the exam today? It's two o'clock now, the exam is at 2:15. I'm ready."
H2_5_6,他这几天要准备考试，明天不能和你去喝奶茶了。,"Anh ấy mấy ngày nay phải chuẩn bị thi, ngày mai không thể cùng bạn đi uống trà sữa rồi.","He has to prepare for an exam these few days, he can't go for milk tea with you tomorrow."
H2_5_7,这件衣服还可以，就是有点儿大。,"Bộ quần áo này cũng được, chỉ là có hơi lớn.","This piece of clothing is okay, it's just a little big."
H2_5_8,你觉得这两件衣服，哪个最好看？这件颜色还可以，那件不错，就买那件吧。,"Bạn cảm thấy hai bộ quần áo này, cái nào đẹp nhất? Cái này màu sắc cũng tạm, cái kia rất được, thôi mua cái kia đi.","Which of these two pieces of clothing do you think looks better? The color of this one is okay, that one is not bad, let's buy that one."
H2_5_9,我们今天一起去看电影，今天几点去电影院呢？买票了吗？,Hôm nay chúng ta cùng nhau đi xem phim. Hôm nay mấy giờ đến rạp chiếu phim vậy? Mua vé chưa?,"We are going to the movies together today, what time are we going to the cinema? Have you bought the tickets?"
H2_5_10,我在电影院工作，我帮你买票吧。你给我买两杯奶茶，好不好？,"Tôi làm việc ở rạp chiếu phim, tôi giúp bạn mua vé nha. Bạn mua cho tôi hai ly trà sữa, được không ?","I work at the cinema, I'll help you buy the tickets. Can you buy me two cups of milk tea, okay?"
H2_5_11,我会做鱼，你爱吃鱼吗？我和我丈夫都爱吃鱼。,"Tôi biết làm cá, bạn thích ăn cá không? Tôi và chồng tôi đều thích ăn cá.","I can cook fish, do you like to eat fish? Both my husband and I love to eat fish."
H2_5_12,我穿这件衣服好看吗？不错。我们现在去饭馆吃饭吧。就吃你爱吃的鱼吧。,Tôi mặc bộ quần áo này có đẹp không? Khá được đấy. Bây giờ chúng ta đến nhà hàng ăn cơm nhé. Chính là ăn món cá mà bạn thích ăn đấy.,Do I look good in these clothes? Not bad. Let's go to a restaurant to eat now. Let's eat the fish you love.
H2_5_13,你知道哪个饭馆好呢？我们看电影以后就去饭馆吃吧。,Bạn biết nhà hàng nào được không? Chúng ta sau khi xem phim thì đến nhà hàng ăn nhé.,Do you know any good restaurants? Let's go to a restaurant after the movie.
H2_5_14,那里的奶茶和咖啡都不错。你喜欢喝什么？,Trà sữa và cà phê ở đó đều khá được. Bạn muốn uống cái gì?,The milk tea and coffee there are both good. What do you like to drink?
H2_5_15,咖啡喝多了对身体不好，我喝水吧。,"Cà phê uống nhiều đối với sức khoẻ không tốt, tôi uống nước thôi.","Drinking too much coffee is not good for your health, I'll drink water."
H2_6_1,我在门外看见小王的自行车了。,Tôi nhìn thấy chiếc xe đạp của tiểu Vương ở ngoài cửa.,I saw Xiao Wang's bicycle outside the door.
H2_6_2,听说你有女朋友了，我认识她吗？她姓王，我们明天一起去吃羊肉吧。,"Nghe nói bạn có bạn gái rồi, tôi quen biết cô ấy không? Cô ấy họ Vương, chúng ta ngày mai cùng nhau đi ăn thịt cừu nha.","I heard you have a girlfriend, do I know her? Her surname is Wang, let's go eat mutton together tomorrow."
H2_6_3,这个星期天天吃羊肉。我想吃点鱼和面条。,Tuần này ngày ngày ăn thịt cừu. Tôi muốn ăn một chút cá và mì.,I've been eating mutton every day this week. I want to eat some fish and noodles.
H2_6_4,这几天怎么没看见你女儿。她生病了，大夫说她要在家休息休息。,Mấy ngày nay sao không nhìn thấy con gái của bạn. Cô ấy bệnh rồi. Bác sĩ nói cô ấy phải ở nhà nghỉ ngơi.,"I haven't seen your daughter these past few days. She's sick, the doctor said she needs to rest at home."
H2_6_5,昨天你怎么没去游泳？因为昨天下雨，所以我和姐姐在家看电视。,"Hôm qua bạn tại sao không đi bơi? Bởi vì hôm qua trời mưa, cho nên tôi và chị gái ở nhà xem ti vi.","Why didn't you go swimming yesterday? Because it was raining yesterday, so my sister and I watched TV at home."
H2_6_6,王姐生病了，我明天要去她家，照顾她。,"Chị Vương bệnh rồi, tôi ngày mai phải đến nhà cô ấy, chăm sóc cô ấy.","Sister Wang is sick, I'm going to her house tomorrow to take care of her."
H2_6_7,你怎么买了这么多东西？今天是你姐姐的生日，我买了鸡蛋，羊肉，面条和鱼。,"Bạn tại sao mua nhiều đồ như vậy? Hôm nay là sinh nhật của chị gái bạn, tôi đã mua trứng gà, thịt cừu, mì và cá.","Why did you buy so many things? Today is your sister's birthday, I bought eggs, mutton, noodles, and fish."
H2_6_8,再来点儿鸡蛋吧。不吃了，这个星期天天吃鸡蛋，我吃腻了。,"Thêm một chút trứng gà nữa nha. Không ăn đâu, tuần này ngày nào cũng ăn trứng gà, tôi ăn ngán rồi.","Have some more eggs. No more, I've been eating eggs every day this week, I'm tired of them."
H2_6_9,这件衣服不错，就是有点儿贵。没关系，喜欢我就给你买。,"Bộ quần áo này khá được, chỉ là có hơi đắt. Không sao đâu, thích thì tôi cho bạn mua.","This dress is nice, but a little expensive. No problem, I'll buy it for you if you like it."
H2_6_10,你和女朋友星期日经常做什么？我们经常去看电影，有时候我们去游泳。,"Bạn và bạn gái chủ nhật thường làm gì? Chúng tôi thường đi xem phim, có lúc chúng tôi đi bơi.","What do you and your girlfriend usually do on Sundays? We often go to the movies, sometimes we go swimming."
H2_6_11,我来找小王，你看见小王了吗？不知道，他不是在门外吗？,"Tôi đến tìm Tiểu Vương, bạn nhìn thấy Tiểu Vương chưa ? Không biết, anh ấy không phải ở ngoài cổng sao ?","I'm looking for Xiao Wang, have you seen him? I don't know, isn't he outside?"
H2_6_12,这里的面条真好吃。来，多吃一点儿。不吃了，我最近吃了太多，我现在七十五公斤了。,"Mì ở chỗ này thật ngon. Lại, ăn thêm một chút đi. Không ăn nữa đâu, tôi gần đây đã ăn rất nhiều, tôi bây giờ 75kg rồi.","The noodles here are so delicious. Come, have some more. No more, I've eaten too much recently, I'm 75 kilograms now."
H2_6_13,我和朋友们买的衣服件件都很贵。,Quần áo của tôi và các bạn bè mua đều rất mắc/đắt.,Every piece of clothing my friends and I bought is very expensive.
H2_6_14,米饭和面条，你想吃什么？来点儿面条吧。米饭那么多。,"Cơm và mì, bạn muốn ăn cái gì? Cho một chút mì đi. Cơm nhiều đến như vậy.","Rice or noodles, what do you want to eat? Let's have some noodles. There's so much rice."
H2_6_15,今天吃的羊肉真好吃，我们现在去喝咖啡吧。那边有一个咖啡店，我姐姐和她丈夫在那里。我们也来吧。,"Thịt cừu hôm nay ăn thật ngon, chúng ta bây giờ đi uống cà phê nha. Bên kia có một quán cà phê, chị gái của tôi và chồng của cô ấy ở bên đó. Chúng ta cũng đến đó đi.","The mutton we had today was so delicious, let's go for coffee now. There's a coffee shop over there, my sister and her husband are there. Let's go too."
H2_7_1,你到机场了吗？等我一下，我在出租车上，十五分钟就到了。,"Bạn đến sân bay chưa? Đợi tôi một tí, tôi đang ở trên xe taxi, 15 phút thì đến rồi.","Have you reached the airport? Wait for me, I'm in a taxi, I'll be there in fifteen minutes."
H2_7_2,天黑了。我要回家了。我家离这儿很远。,"Trời tối rồi, tôi phải về nhà rồi. Nhà của tôi cách đây rất xa.",It's dark. I have to go home. My home is far from here.
